"Station Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,Dapinglin ,Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,Jingan ,Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,Banqiao,Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,Touqianzhuang ,Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng
2017/11/1,"5,283 ","16,012 ","42,133 ","45,332 ","27,066 ","15,399 ","11,772 ","3,823 ","2,931 ","16,135 ","2,060 ","4,787 ","7,139 ","11,090 ","10,398 ","19,291 ","16,592 ","5,761 ","8,114 ","3,209 ","8,647 ","8,500 ","5,013 ","26,681 ","2,155 ","10,816 ","11,780 ","16,771 ","21,841 ","16,761 ","9,220 ","27,558 ","18,357 ","32,843 ","29,111 ","11,050 ","37,485 ","27,467 ","25,422 ","21,199 ","26,219 ","128,259 ","36,035 ","23,376 ","23,705 ","26,089 ","34,159 ","28,289 ","23,601 ","13,279 ","33,154 ","7,566 ","8,683 ","19,238 ","5,632 ","3,499 ","3,062 ","14,328 ","10,026 ","6,981 ","36,088 ","7,716 ","12,208 ","6,857 ","22,134 ","21,428 ","26,338 ","39,539 ","40,323 ","26,683 ","27,821 ","62,253 ","24,846 ","31,022 ","36,203 ","21,358 ","62,670 ","20,299 ","16,620 ","15,248 ","16,021 ","10,909 ","27,745 ","18,114 ","8,132 ","10,540 ","40,091 ","25,736 ","24,433 ","23,903 ","14,149 ","11,715 ","4,473 ","4,776 ","5,955 ","10,114 ","9,401 ","11,885 ","17,532 ","28,766 ","24,578 ","12,667 ","12,977 ","12,514 ","12,074 ","12,209 ","9,796 ","8,443 "
2017/11/2,"5,509 ","15,664 ","42,474 ","46,015 ","27,004 ","15,694 ","11,680 ","3,980 ","2,888 ","16,125 ","2,089 ","4,664 ","7,358 ","10,813 ","10,411 ","18,884 ","16,271 ","5,724 ","8,200 ","3,227 ","8,676 ","8,394 ","4,930 ","26,686 ","2,322 ","10,829 ","11,425 ","16,742 ","21,793 ","16,717 ","9,181 ","27,112 ","18,165 ","32,573 ","29,676 ","10,933 ","37,259 ","27,074 ","25,019 ","21,151 ","25,595 ","131,486 ","37,107 ","23,789 ","24,000 ","26,558 ","34,562 ","28,840 ","24,182 ","13,174 ","32,669 ","7,415 ","8,594 ","19,172 ","5,825 ","3,425 ","3,022 ","14,074 ","10,135 ","6,773 ","36,637 ","7,512 ","12,237 ","6,949 ","21,960 ","20,883 ","26,493 ","39,151 ","40,121 ","26,318 ","27,732 ","63,121 ","24,283 ","30,683 ","36,575 ","21,517 ","61,500 ","20,469 ","16,325 ","15,126 ","16,241 ","11,069 ","29,076 ","18,163 ","7,741 ","8,751 ","40,535 ","25,745 ","24,200 ","23,897 ","13,888 ","11,726 ","4,371 ","4,650 ","6,018 ","9,808 ","9,446 ","11,903 ","17,455 ","28,839 ","25,027 ","12,638 ","13,020 ","12,386 ","12,009 ","11,887 ","9,811 ","8,644 "
2017/11/3,"6,181 ","17,032 ","44,708 ","54,998 ","28,443 ","17,386 ","12,762 ","4,236 ","3,006 ","16,306 ","2,178 ","4,911 ","6,474 ","11,082 ","12,057 ","19,244 ","16,961 ","6,170 ","8,776 ","3,361 ","8,877 ","8,963 ","5,316 ","31,786 ","2,498 ","11,109 ","12,356 ","17,738 ","23,060 ","17,909 ","9,626 ","30,591 ","20,452 ","34,369 ","31,064 ","11,472 ","39,606 ","28,602 ","26,618 ","22,178 ","26,728 ","176,998 ","43,371 ","25,432 ","26,084 ","28,286 ","37,615 ","30,892 ","25,515 ","13,694 ","33,344 ","7,703 ","9,341 ","19,795 ","6,336 ","3,645 ","3,120 ","14,193 ","10,180 ","7,027 ","36,734 ","8,328 ","13,472 ","7,421 ","23,457 ","21,820 ","28,954 ","46,791 ","42,560 ","27,595 ","31,170 ","76,404 ","26,129 ","35,443 ","42,954 ","24,772 ","71,822 ","22,003 ","18,439 ","15,949 ","19,868 ","11,192 ","35,623 ","19,868 ","8,009 ","8,611 ","43,877 ","27,409 ","25,900 ","25,671 ","14,170 ","12,393 ","4,692 ","4,996 ","6,311 ","10,547 ","10,170 ","12,669 ","19,430 ","32,445 ","27,582 ","13,494 ","13,569 ","13,357 ","12,669 ","12,744 ","10,180 ","9,090 "
2017/11/4,"4,350 ","11,050 ","26,639 ","56,358 ","18,372 ","11,892 ","8,848 ","3,918 ","2,477 ","10,659 ","1,613 ","3,392 ","9,177 ","8,637 ","13,482 ","6,368 ","8,101 ","4,204 ","7,673 ","3,010 ","6,161 ","9,232 ","3,033 ","28,269 ","2,199 ","11,047 ","10,191 ","14,153 ","16,888 ","16,508 ","8,772 ","31,068 ","19,415 ","29,490 ","26,634 ","6,248 ","33,515 ","23,574 ","20,924 ","19,093 ","15,055 ","175,325 ","45,635 ","20,395 ","20,409 ","31,295 ","36,570 ","27,843 ","21,856 ","9,694 ","25,830 ","5,900 ","5,995 ","16,785 ","8,312 ","3,065 ","1,899 ","9,118 ","8,775 ","5,436 ","36,048 ","6,479 ","11,101 ","6,433 ","18,644 ","15,586 ","28,433 ","44,106 ","33,023 ","22,457 ","30,368 ","89,406 ","17,939 ","32,998 ","41,269 ","21,736 ","62,748 ","16,870 ","14,969 ","9,910 ","15,855 ","8,705 ","34,172 ","13,986 ","9,402 ","7,601 ","22,288 ","22,345 ","17,339 ","19,815 ","9,002 ","11,368 ","4,649 ","2,719 ","5,885 ","8,031 ","9,806 ","10,176 ","14,751 ","22,937 ","24,757 ","11,199 ","11,018 ","11,811 ","10,027 ","10,838 ","7,897 ","7,381 "
2017/11/5,"4,459 ","8,883 ","19,255 ","44,653 ","13,887 ","8,957 ","7,352 ","3,544 ","2,243 ","8,852 ","1,577 ","2,993 ","11,804 ","7,209 ","11,513 ","5,374 ","6,897 ","3,786 ","6,482 ","3,413 ","5,378 ","6,103 ","2,119 ","25,622 ","2,536 ","10,951 ","8,922 ","12,706 ","14,480 ","15,085 ","7,768 ","29,425 ","17,932 ","21,352 ","23,856 ","4,803 ","29,173 ","20,822 ","18,078 ","16,868 ","11,734 ","158,253 ","35,982 ","15,054 ","18,153 ","24,727 ","33,246 ","24,323 ","22,917 ","8,188 ","22,858 ","5,461 ","5,332 ","15,477 ","7,794 ","2,777 ","1,680 ","9,747 ","7,855 ","5,219 ","42,215 ","6,037 ","10,073 ","5,376 ","16,825 ","14,667 ","23,218 ","38,481 ","28,279 ","19,209 ","26,647 ","75,700 ","14,589 ","28,122 ","31,082 ","19,389 ","52,526 ","15,478 ","13,533 ","8,730 ","13,628 ","8,390 ","26,321 ","11,115 ","10,124 ","8,383 ","17,298 ","13,428 ","14,100 ","16,071 ","8,029 ","8,521 ","3,693 ","2,213 ","5,070 ","6,990 ","7,775 ","8,527 ","11,810 ","18,405 ","20,787 ","9,097 ","9,268 ","9,700 ","8,830 ","9,363 ","7,188 ","6,669 "
2017/11/6,"5,574 ","15,136 ","40,487 ","44,727 ","26,012 ","14,900 ","11,206 ","3,858 ","2,954 ","15,959 ","2,115 ","4,723 ","6,486 ","10,478 ","9,474 ","18,525 ","15,628 ","5,530 ","7,948 ","3,111 ","8,443 ","7,491 ","4,850 ","31,607 ","2,232 ","10,729 ","11,533 ","16,173 ","21,215 ","16,747 ","9,003 ","26,800 ","17,491 ","31,462 ","27,440 ","10,880 ","36,685 ","26,637 ","25,079 ","21,055 ","25,809 ","134,643 ","34,746 ","23,273 ","23,115 ","25,388 ","32,915 ","28,029 ","22,994 ","13,197 ","32,070 ","7,276 ","8,297 ","18,850 ","5,397 ","3,342 ","3,126 ","14,097 ","9,892 ","6,834 ","37,716 ","7,695 ","12,211 ","7,002 ","21,849 ","21,235 ","26,193 ","39,142 ","39,580 ","25,797 ","28,229 ","64,011 ","22,702 ","29,491 ","35,479 ","20,766 ","59,864 ","19,894 ","16,688 ","15,003 ","16,440 ","10,558 ","28,459 ","17,295 ","7,455 ","10,407 ","38,758 ","23,663 ","23,684 ","22,943 ","13,913 ","11,465 ","4,365 ","4,576 ","5,993 ","9,927 ","9,247 ","11,681 ","17,287 ","28,791 ","23,609 ","12,494 ","12,969 ","12,335 ","11,851 ","12,013 ","9,769 ","8,544 "
2017/11/7,"5,390 ","15,727 ","41,376 ","45,213 ","26,904 ","15,388 ","11,596 ","3,927 ","3,060 ","15,941 ","2,047 ","4,792 ","7,420 ","11,022 ","9,979 ","18,975 ","16,300 ","5,711 ","7,970 ","3,079 ","8,539 ","8,442 ","4,981 ","27,595 ","2,320 ","11,016 ","11,377 ","16,544 ","21,307 ","17,148 ","9,163 ","26,583 ","18,011 ","31,680 ","29,294 ","11,222 ","37,220 ","27,157 ","25,457 ","21,196 ","26,290 ","131,439 ","36,333 ","23,474 ","24,066 ","27,410 ","35,215 ","27,977 ","23,640 ","13,495 ","32,047 ","7,529 ","8,667 ","18,961 ","5,746 ","3,731 ","3,223 ","14,387 ","10,061 ","6,955 ","36,792 ","7,694 ","12,412 ","6,847 ","22,064 ","21,295 ","26,607 ","39,354 ","40,248 ","26,267 ","30,424 ","63,152 ","24,347 ","30,097 ","36,188 ","20,952 ","59,579 ","20,325 ","16,681 ","15,365 ","16,066 ","10,964 ","27,471 ","18,160 ","7,659 ","10,497 ","39,327 ","24,361 ","23,961 ","23,733 ","13,844 ","11,597 ","4,373 ","4,768 ","5,971 ","10,030 ","9,293 ","11,790 ","17,673 ","29,147 ","24,957 ","12,477 ","13,117 ","12,338 ","11,870 ","12,003 ","9,966 ","8,420 "
2017/11/8,"5,245 ","15,929 ","42,250 ","47,835 ","26,875 ","15,572 ","11,893 ","3,985 ","3,059 ","16,256 ","2,070 ","4,686 ","6,565 ","11,159 ","10,559 ","19,226 ","16,722 ","5,890 ","8,340 ","3,214 ","8,781 ","8,568 ","5,255 ","27,635 ","2,245 ","10,914 ","12,025 ","17,000 ","22,318 ","17,249 ","9,405 ","27,657 ","18,455 ","32,901 ","29,239 ","10,960 ","37,491 ","27,321 ","25,569 ","20,858 ","27,200 ","133,770 ","37,308 ","23,802 ","24,338 ","26,487 ","33,931 ","28,563 ","23,973 ","13,555 ","33,107 ","7,588 ","8,694 ","19,452 ","5,872 ","3,534 ","3,128 ","14,287 ","9,943 ","7,070 ","35,526 ","7,723 ","12,512 ","7,021 ","22,288 ","21,353 ","27,337 ","40,346 ","40,853 ","26,566 ","28,344 ","67,848 ","25,289 ","30,752 ","37,703 ","22,968 ","61,493 ","21,134 ","17,261 ","15,545 ","16,838 ","10,428 ","28,691 ","17,953 ","7,337 ","10,583 ","40,750 ","26,732 ","24,669 ","23,660 ","13,801 ","11,745 ","4,443 ","4,654 ","5,955 ","9,921 ","9,572 ","11,853 ","18,135 ","29,223 ","25,136 ","12,763 ","13,004 ","12,510 ","12,101 ","12,076 ","9,802 ","8,554 "
2017/11/9,"5,604 ","16,153 ","43,007 ","68,551 ","27,111 ","15,611 ","11,965 ","4,158 ","3,137 ","16,588 ","2,166 ","4,736 ","6,650 ","11,152 ","10,608 ","18,910 ","16,697 ","5,799 ","8,248 ","3,128 ","8,742 ","8,531 ","5,121 ","27,653 ","2,476 ","10,831 ","11,671 ","16,935 ","21,622 ","16,924 ","9,267 ","27,462 ","18,587 ","33,011 ","29,391 ","10,880 ","37,800 ","27,477 ","25,611 ","21,257 ","26,873 ","137,496 ","37,910 ","23,328 ","24,428 ","26,349 ","35,118 ","29,136 ","24,034 ","13,288 ","33,052 ","7,616 ","8,644 ","18,978 ","6,035 ","3,715 ","3,091 ","14,296 ","9,842 ","7,009 ","36,449 ","7,762 ","12,314 ","7,096 ","22,439 ","21,336 ","27,291 ","39,969 ","40,649 ","26,597 ","28,462 ","67,818 ","25,122 ","31,482 ","38,371 ","24,276 ","63,614 ","20,867 ","17,110 ","15,648 ","17,456 ","10,789 ","29,166 ","18,347 ","7,496 ","10,598 ","40,994 ","25,995 ","24,513 ","24,034 ","13,823 ","11,842 ","4,276 ","4,759 ","5,969 ","10,056 ","9,411 ","11,841 ","18,173 ","29,923 ","25,868 ","12,655 ","13,264 ","12,412 ","12,260 ","11,999 ","9,875 ","8,607 "
2017/11/10,"6,300 ","17,069 ","44,554 ","78,972 ","28,170 ","16,407 ","12,559 ","4,201 ","3,220 ","17,076 ","2,212 ","5,009 ","8,563 ","11,222 ","12,071 ","18,675 ","16,920 ","6,127 ","8,983 ","3,451 ","9,344 ","9,288 ","5,079 ","28,326 ","2,475 ","11,412 ","12,352 ","17,376 ","23,094 ","18,408 ","9,849 ","31,216 ","20,122 ","34,860 ","31,371 ","11,230 ","40,049 ","29,234 ","26,472 ","22,466 ","27,748 ","180,860 ","43,081 ","25,498 ","25,877 ","29,064 ","39,590 ","31,041 ","26,486 ","13,634 ","34,302 ","8,043 ","8,890 ","20,381 ","6,557 ","3,725 ","3,164 ","14,297 ","10,407 ","6,980 ","40,900 ","8,494 ","14,067 ","7,615 ","23,736 ","22,087 ","30,538 ","45,548 ","42,870 ","27,730 ","30,465 ","79,451 ","26,219 ","34,412 ","44,189 ","25,064 ","72,570 ","21,735 ","18,211 ","16,311 ","20,365 ","12,114 ","33,031 ","19,847 ","8,758 ","11,761 ","42,551 ","28,166 ","26,435 ","26,077 ","13,829 ","12,578 ","4,714 ","4,809 ","6,474 ","10,469 ","10,402 ","12,440 ","19,261 ","30,647 ","27,887 ","13,672 ","13,906 ","13,450 ","12,804 ","12,728 ","10,381 ","9,039 "
2017/11/11,"4,803 ","12,032 ","26,472 ","80,068 ","19,974 ","12,061 ","10,085 ","4,023 ","2,789 ","12,531 ","1,718 ","4,650 ","11,267 ","8,488 ","13,513 ","6,681 ","7,851 ","8,475 ","7,747 ","3,982 ","6,694 ","7,510 ","2,593 ","18,452 ","3,254 ","10,781 ","10,234 ","14,042 ","19,478 ","16,997 ","9,622 ","33,274 ","20,218 ","29,240 ","27,915 ","5,531 ","35,732 ","24,289 ","21,954 ","19,543 ","13,844 ","181,228 ","45,690 ","21,025 ","19,086 ","31,019 ","38,353 ","30,673 ","23,243 ","11,807 ","28,609 ","6,223 ","6,175 ","16,507 ","9,050 ","3,821 ","5,051 ","9,584 ","9,421 ","5,832 ","40,060 ","6,605 ","11,958 ","6,527 ","18,894 ","16,060 ","29,084 ","44,644 ","34,612 ","23,099 ","30,832 ","92,795 ","17,809 ","32,857 ","42,773 ","23,386 ","66,661 ","17,311 ","16,027 ","11,122 ","16,635 ","9,184 ","32,058 ","14,975 ","10,628 ","10,417 ","25,184 ","17,856 ","19,035 ","21,586 ","9,181 ","10,451 ","4,359 ","2,559 ","5,890 ","8,321 ","10,351 ","10,085 ","14,853 ","24,734 ","26,787 ","11,702 ","12,629 ","12,495 ","10,660 ","11,665 ","8,354 ","7,850 "
2017/11/12,"4,804 ","9,277 ","20,336 ","62,038 ","14,570 ","9,114 ","7,541 ","3,537 ","2,273 ","10,453 ","1,503 ","3,472 ","9,911 ","7,320 ","12,203 ","5,849 ","6,426 ","3,987 ","6,603 ","3,153 ","5,641 ","6,077 ","2,223 ","19,201 ","2,161 ","10,399 ","8,826 ","12,679 ","16,200 ","14,150 ","7,608 ","29,814 ","16,502 ","22,278 ","25,284 ","4,637 ","29,931 ","21,397 ","18,353 ","17,084 ","11,116 ","174,374 ","36,553 ","15,174 ","18,023 ","27,701 ","33,303 ","24,246 ","23,043 ","8,067 ","22,590 ","5,472 ","5,395 ","15,653 ","7,923 ","3,261 ","3,612 ","9,311 ","8,083 ","5,742 ","44,484 ","6,333 ","10,635 ","5,578 ","17,268 ","13,207 ","24,166 ","40,539 ","31,894 ","19,828 ","26,570 ","77,469 ","14,845 ","27,858 ","31,512 ","18,271 ","52,585 ","14,850 ","13,795 ","8,906 ","14,087 ","8,205 ","27,137 ","10,931 ","9,922 ","9,157 ","17,762 ","13,562 ","15,043 ","16,894 ","7,655 ","9,038 ","4,198 ","2,473 ","5,258 ","7,214 ","8,101 ","8,312 ","12,721 ","19,958 ","22,010 ","9,650 ","9,663 ","9,949 ","8,981 ","9,637 ","7,289 ","6,702 "
