"Station Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,Dapinglin ,Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,Jingan ,Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,Banqiao,Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,Touqianzhuang ,Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng
2016/10/1,"4,808 ","11,298 ","25,236 ","54,636 ","17,264 ","12,244 ","9,421 ","3,628 ","2,576 ","11,011 ","1,801 ","3,156 ","10,988 ","7,539 ","12,955 ","6,862 ","7,392 ","4,174 ","7,331 ","3,703 ","5,983 ","7,221 ","2,358 ","17,887 ","3,128 ","11,988 ","10,179 ","13,411 ","17,802 ","16,438 ","8,825 ","35,858 ","20,468 ","30,676 ","27,641 ","5,651 ","33,448 ","24,691 ","21,294 ","20,051 ","23,143 ","176,941 ","57,478 ","21,862 ","19,640 ","34,710 ","41,839 ","30,601 ","21,999 ","9,750 ","27,656 ","6,267 ","6,263 ","16,554 ","10,931 ","3,304 ","2,086 ","10,542 ","9,946 ","6,245 ","54,784 ","6,259 ","10,900 ","6,848 ","18,876 ","14,994 ","29,459 ","39,549 ","33,936 ","22,799 ","29,283 ","83,298 ","16,626 ","32,464 ","41,499 ","23,239 ","56,746 ","15,990 ","15,509 ","10,253 ","13,283 ","10,140 ","33,119 ","14,412 ","9,943 ","14,386 ","23,424 ","15,293 ","17,471 ","19,522 ","10,793 ","16,432 ","4,436 ","2,644 ","4,494 ","8,645 ","9,174 ","11,322 ","14,096 ","23,136 ","26,470 ","10,896 ","10,869 ","11,098 ","8,041 ","10,653 ","8,205 ","7,571 "
2016/10/2,"4,477 ","8,907 ","18,775 ","41,975 ","12,810 ","9,107 ","7,405 ","3,322 ","2,121 ","9,828 ","1,492 ","2,847 ","10,995 ","6,544 ","13,000 ","5,580 ","5,838 ","3,761 ","6,112 ","3,641 ","5,242 ","5,618 ","2,186 ","14,571 ","2,471 ","10,660 ","8,480 ","12,220 ","14,778 ","14,518 ","7,761 ","30,462 ","17,065 ","23,784 ","23,874 ","4,215 ","28,283 ","20,801 ","18,017 ","16,270 ","12,247 ","159,042 ","45,813 ","15,174 ","17,291 ","28,324 ","35,684 ","26,666 ","18,375 ","7,979 ","22,081 ","8,423 ","5,207 ","15,375 ","9,522 ","2,800 ","2,067 ","9,263 ","8,005 ","5,419 ","49,428 ","5,106 ","9,796 ","5,940 ","15,310 ","12,235 ","23,572 ","35,810 ","28,236 ","18,709 ","24,469 ","67,505 ","13,914 ","25,635 ","31,340 ","18,657 ","47,440 ","13,929 ","12,878 ","8,796 ","10,979 ","8,609 ","23,173 ","10,779 ","9,755 ","6,031 ","17,189 ","15,551 ","13,946 ","15,016 ","8,990 ","11,013 ","4,213 ","2,278 ","4,053 ","7,168 ","7,655 ","8,284 ","11,677 ","18,663 ","22,500 ","9,060 ","8,884 ","10,319 ","6,824 ","9,277 ","7,208 ","6,858 "
2016/10/3,"5,528 ","15,810 ","38,706 ","44,393 ","25,188 ","15,655 ","11,412 ","3,699 ","2,878 ","16,387 ","2,083 ","4,658 ","5,808 ","11,027 ","9,747 ","19,293 ","15,713 ","5,524 ","7,802 ","3,216 ","8,680 ","8,177 ","4,528 ","28,309 ","2,369 ","10,747 ","11,540 ","16,336 ","21,333 ","17,208 ","8,922 ","28,522 ","17,601 ","32,959 ","29,711 ","11,025 ","36,567 ","26,690 ","24,967 ","20,861 ","27,196 ","136,342 ","40,549 ","24,215 ","24,402 ","25,231 ","34,505 ","29,926 ","22,555 ","13,073 ","32,836 ","7,243 ","8,222 ","18,733 ","5,924 ","3,330 ","3,027 ","14,304 ","10,089 ","7,022 ","39,728 ","7,153 ","11,819 ","6,880 ","21,371 ","20,136 ","26,284 ","38,005 ","39,520 ","26,147 ","27,094 ","63,741 ","22,498 ","30,205 ","37,120 ","22,147 ","56,938 ","19,729 ","16,480 ","15,405 ","14,927 ","10,134 ","28,337 ","17,256 ","6,871 ","8,026 ","38,404 ","23,565 ","22,417 ","21,405 ","14,655 ","12,474 ","4,300 ","4,331 ","4,668 ","9,713 ","8,904 ","11,975 ","17,288 ","28,130 ","24,834 ","11,964 ","12,568 ","12,122 ","9,360 ","11,545 ","9,200 ","8,277 "
2016/10/4,"5,502 ","16,228 ","40,312 ","47,347 ","26,368 ","16,133 ","11,789 ","3,844 ","2,953 ","16,532 ","2,145 ","4,676 ","7,967 ","11,151 ","10,081 ","19,837 ","16,159 ","5,619 ","7,980 ","3,226 ","8,665 ","8,565 ","4,546 ","26,736 ","2,355 ","10,694 ","11,591 ","16,554 ","21,861 ","17,468 ","8,977 ","29,327 ","18,325 ","33,999 ","30,747 ","11,162 ","36,913 ","27,405 ","25,346 ","21,451 ","27,881 ","136,227 ","41,332 ","24,545 ","24,487 ","26,753 ","35,145 ","30,578 ","23,620 ","13,490 ","33,222 ","7,356 ","8,486 ","19,209 ","6,402 ","3,463 ","3,115 ","14,826 ","10,175 ","7,239 ","38,996 ","7,064 ","11,921 ","6,803 ","21,854 ","20,797 ","27,521 ","38,251 ","40,683 ","26,573 ","26,661 ","63,589 ","24,062 ","30,670 ","37,903 ","22,497 ","57,077 ","20,449 ","16,845 ","15,406 ","15,206 ","10,370 ","28,862 ","18,005 ","7,047 ","8,082 ","39,925 ","25,258 ","23,005 ","21,874 ","14,568 ","12,562 ","4,399 ","4,419 ","4,696 ","10,061 ","9,124 ","11,828 ","17,593 ","28,666 ","25,079 ","12,116 ","12,818 ","12,255 ","9,487 ","11,727 ","9,247 ","8,400 "
2016/10/5,"5,846 ","16,733 ","40,342 ","48,597 ","26,716 ","16,192 ","11,979 ","3,889 ","3,027 ","16,727 ","2,170 ","4,786 ","7,537 ","11,282 ","10,698 ","19,898 ","16,420 ","5,582 ","8,161 ","3,214 ","8,976 ","8,630 ","4,694 ","27,684 ","2,392 ","11,257 ","11,809 ","16,906 ","22,223 ","17,660 ","9,348 ","30,450 ","18,504 ","34,471 ","31,353 ","11,126 ","37,255 ","27,959 ","25,917 ","21,607 ","28,766 ","137,367 ","43,087 ","24,623 ","25,018 ","26,688 ","35,621 ","31,599 ","23,840 ","13,332 ","33,151 ","7,447 ","8,381 ","19,238 ","6,590 ","3,467 ","3,079 ","14,632 ","10,358 ","7,395 ","38,955 ","7,113 ","12,095 ","7,177 ","21,970 ","21,010 ","27,952 ","39,180 ","40,816 ","27,012 ","27,156 ","66,589 ","25,127 ","31,546 ","39,336 ","22,923 ","58,628 ","20,692 ","16,927 ","15,707 ","15,448 ","10,483 ","29,729 ","17,986 ","7,215 ","8,394 ","40,996 ","24,230 ","23,417 ","22,089 ","14,741 ","13,004 ","4,594 ","4,482 ","4,833 ","9,980 ","9,243 ","11,993 ","17,942 ","29,487 ","25,496 ","12,196 ","13,056 ","12,624 ","9,775 ","11,914 ","9,468 ","8,484 "
2016/10/6,"6,080 ","16,482 ","40,890 ","49,293 ","26,478 ","16,048 ","11,896 ","3,848 ","2,985 ","16,487 ","2,085 ","4,737 ","7,297 ","11,341 ","11,611 ","20,109 ","16,417 ","5,622 ","8,236 ","3,212 ","8,914 ","8,503 ","4,864 ","29,954 ","2,403 ","10,873 ","11,929 ","16,857 ","21,936 ","17,095 ","9,114 ","30,044 ","18,946 ","34,345 ","31,465 ","10,831 ","37,123 ","28,158 ","25,489 ","21,442 ","26,740 ","142,651 ","42,377 ","24,063 ","25,272 ","26,341 ","35,003 ","30,548 ","24,008 ","12,969 ","33,214 ","7,485 ","8,631 ","18,858 ","6,270 ","3,501 ","3,092 ","14,434 ","10,116 ","7,109 ","38,244 ","7,228 ","11,896 ","6,786 ","21,985 ","20,449 ","27,342 ","40,301 ","40,697 ","27,034 ","26,979 ","66,782 ","25,082 ","31,808 ","39,700 ","22,931 ","63,427 ","20,547 ","17,077 ","15,968 ","15,645 ","10,558 ","30,566 ","18,459 ","7,342 ","8,337 ","41,275 ","24,337 ","23,463 ","22,822 ","14,754 ","12,512 ","4,437 ","4,480 ","4,909 ","9,950 ","9,308 ","12,051 ","18,187 ","29,129 ","26,851 ","11,978 ","13,015 ","12,539 ","12,108 ","11,879 ","9,446 ","8,422 "
2016/10/7,"7,054 ","17,760 ","43,776 ","55,771 ","28,162 ","17,524 ","12,980 ","4,278 ","3,022 ","17,251 ","2,058 ","4,844 ","5,868 ","11,154 ","12,175 ","20,261 ","16,641 ","6,073 ","9,066 ","3,247 ","9,258 ","9,210 ","5,094 ","31,004 ","2,544 ","11,257 ","12,831 ","17,874 ","23,364 ","18,407 ","10,003 ","32,142 ","20,356 ","36,490 ","32,177 ","11,476 ","40,132 ","30,540 ","27,377 ","22,698 ","27,610 ","203,082 ","47,318 ","25,270 ","26,476 ","29,476 ","36,833 ","31,202 ","24,649 ","13,242 ","33,256 ","7,834 ","9,023 ","19,537 ","6,422 ","3,583 ","3,009 ","13,871 ","10,308 ","6,816 ","36,314 ","7,924 ","13,232 ","7,818 ","23,446 ","20,912 ","30,087 ","47,902 ","43,157 ","28,387 ","28,033 ","76,036 ","26,368 ","36,614 ","46,078 ","25,387 ","72,842 ","22,622 ","18,417 ","16,599 ","19,990 ","9,997 ","36,378 ","20,081 ","9,359 ","8,958 ","43,511 ","26,019 ","25,452 ","23,538 ","14,664 ","13,115 ","4,570 ","4,677 ","5,153 ","10,521 ","10,276 ","12,684 ","19,411 ","31,000 ","27,355 ","13,228 ","13,647 ","14,118 ","13,011 ","12,887 ","9,989 ","9,042 "
2016/10/8,"5,088 ","10,511 ","23,422 ","56,075 ","15,674 ","9,923 ","8,112 ","3,603 ","2,242 ","10,421 ","1,507 ","2,856 ","9,512 ","6,524 ","12,141 ","6,047 ","6,536 ","3,787 ","6,962 ","2,805 ","5,475 ","6,448 ","2,068 ","17,966 ","2,277 ","10,809 ","9,346 ","12,620 ","15,037 ","13,355 ","7,984 ","28,259 ","17,156 ","25,231 ","24,429 ","4,632 ","30,571 ","22,002 ","19,414 ","17,394 ","13,954 ","189,517 ","49,858 ","19,072 ","17,854 ","26,646 ","33,116 ","26,369 ","19,737 ","8,710 ","22,625 ","5,508 ","5,245 ","14,858 ","9,425 ","2,857 ","1,853 ","8,705 ","8,623 ","5,808 ","40,508 ","5,517 ","9,717 ","5,823 ","16,406 ","13,791 ","26,654 ","42,444 ","31,093 ","20,419 ","26,281 ","81,647 ","13,865 ","31,718 ","40,795 ","23,716 ","59,894 ","14,736 ","14,373 ","9,220 ","14,583 ","6,570 ","33,631 ","13,264 ","9,844 ","7,522 ","21,241 ","13,870 ","16,079 ","16,009 ","8,261 ","9,543 ","3,838 ","2,252 ","3,800 ","8,761 ","8,972 ","9,462 ","13,630 ","19,990 ","24,632 ","9,939 ","9,848 ","10,814 ","9,191 ","10,339 ","7,326 ","7,009 "
2016/10/9,"4,480 ","8,575 ","18,417 ","48,936 ","12,419 ","7,846 ","7,158 ","3,325 ","1,993 ","9,112 ","1,334 ","2,586 ","9,336 ","5,652 ","11,180 ","4,758 ","5,610 ","3,380 ","5,996 ","2,727 ","4,798 ","5,686 ","4,191 ","17,401 ","2,178 ","8,983 ","8,095 ","10,628 ","12,507 ","12,033 ","7,453 ","25,682 ","16,072 ","20,364 ","21,401 ","3,319 ","27,581 ","19,904 ","16,958 ","15,873 ","10,619 ","154,707 ","45,813 ","14,481 ","16,181 ","19,728 ","18,689 ","22,788 ","17,909 ","7,019 ","19,741 ","5,147 ","4,540 ","13,376 ","9,811 ","2,548 ","1,635 ","7,547 ","7,050 ","5,666 ","39,540 ","5,396 ","8,336 ","5,159 ","14,979 ","11,140 ","22,807 ","35,594 ","26,121 ","10,028 ","24,919 ","78,332 ","12,334 ","29,542 ","35,653 ","17,899 ","53,009 ","13,035 ","13,074 ","8,130 ","12,014 ","6,054 ","32,741 ","11,051 ","9,216 ","5,934 ","17,477 ","12,967 ","13,785 ","15,144 ","6,740 ","7,816 ","3,178 ","2,033 ","3,496 ","6,111 ","7,865 ","8,107 ","7,756 ","18,505 ","22,463 ","8,684 ","8,370 ","9,177 ","8,176 ","8,857 ","6,363 ","5,899 "
2016/10/10,"5,053 ","8,402 ","18,145 ","45,477 ","11,745 ","8,595 ","7,097 ","3,046 ","1,664 ","9,749 ","1,239 ","2,445 ","7,951 ","6,381 ","10,377 ","5,498 ","5,585 ","3,563 ","6,160 ","2,538 ","5,127 ","5,259 ","1,941 ","12,798 ","1,733 ","8,102 ","7,984 ","10,884 ","12,509 ","12,681 ","7,499 ","26,514 ","14,466 ","20,040 ","22,793 ","3,583 ","27,599 ","19,515 ","16,244 ","15,728 ","13,959 ","149,948 ","39,838 ","13,806 ","14,507 ","20,425 ","27,960 ","22,299 ","17,100 ","7,257 ","21,077 ","4,991 ","4,445 ","13,721 ","7,571 ","2,338 ","2,079 ","8,101 ","7,426 ","4,860 ","41,678 ","4,763 ","7,722 ","4,796 ","14,175 ","10,238 ","20,354 ","35,716 ","26,501 ","14,463 ","22,847 ","68,748 ","9,545 ","24,865 ","32,147 ","20,460 ","50,959 ","12,046 ","11,735 ","8,272 ","10,933 ","5,734 ","28,298 ","10,695 ","5,054 ","5,754 ","16,487 ","10,399 ","13,648 ","12,466 ","7,934 ","7,203 ","3,081 ","1,840 ","3,199 ","6,027 ","7,316 ","7,166 ","10,401 ","15,340 ","19,513 ","7,981 ","8,403 ","8,485 ","7,747 ","8,722 ","6,283 ","6,154 "
