"Station Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,Dapinglin ,Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,Jingan ,Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,Banqiao,Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,Touqianzhuang ,Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng
2016/4/1,"7,252 ","16,965 ","40,746 ","56,094 ","26,434 ","15,685 ","12,161 ","4,421 ","3,049 ","15,873 ","2,078 ","4,528 ","10,372 ","8,685 ","11,511 ","16,853 ","15,990 ","5,987 ","8,676 ","3,293 ","8,479 ","8,844 ","4,280 ","28,356 ","2,431 ","11,508 ","12,591 ","16,566 ","21,763 ","15,840 ","9,333 ","26,460 ","20,553 ","33,032 ","33,763 ","8,391 ","38,371 ","28,244 ","26,178 ","21,749 ","26,994 ","208,127 ","43,008 ","25,232 ","25,670 ","29,248 ","35,768 ","29,971 ","25,472 ","13,033 ","32,664 ","7,690 ","8,628 ","20,478 ","6,968 ","3,452 ","3,056 ","13,192 ","10,747 ","7,812 ","41,440 ","7,291 ","13,109 ","7,795 ","22,746 ","19,888 ","30,145 ","46,183 ","41,303 ","27,171 ","28,227 ","75,767 ","25,749 ","35,701 ","45,056 ","24,760 ","66,624 ","21,111 ","17,927 ","16,534 ","13,315 ","11,086 ","36,276 ","18,949 ","7,867 ","8,682 ","41,656 ","27,633 ","23,099 ","23,702 ","8,214 ","12,436 ","4,425 ","4,465 ","4,574 ","9,564 ","9,804 ","11,751 ","18,136 ","30,516 ","26,016 ","12,376 ","13,098 ","13,298 ","12,356 ","12,687 ","8,616 ","8,758 "
2016/4/2,"5,767 ","10,039 ","21,453 ","52,608 ","14,548 ","9,746 ","8,162 ","6,228 ","2,421 ","9,356 ","1,695 ","3,445 ","19,808 ","6,192 ","10,205 ","5,504 ","6,754 ","3,779 ","7,010 ","3,862 ","5,204 ","6,340 ","1,568 ","15,727 ","2,165 ","11,698 ","9,180 ","11,729 ","13,789 ","12,328 ","7,107 ","26,918 ","17,567 ","23,298 ","28,261 ","3,803 ","29,427 ","20,838 ","19,199 ","17,478 ","12,835 ","199,029 ","39,178 ","18,827 ","16,661 ","29,025 ","39,471 ","27,927 ","19,906 ","8,729 ","24,548 ","5,458 ","5,456 ","15,993 ","8,275 ","2,914 ","1,979 ","8,315 ","9,079 ","10,185 ","52,525 ","5,422 ","10,396 ","6,611 ","16,483 ","12,941 ","26,231 ","39,413 ","29,730 ","19,456 ","26,345 ","77,434 ","14,795 ","31,661 ","37,901 ","20,842 ","52,909 ","13,444 ","13,866 ","9,306 ","8,920 ","9,180 ","34,724 ","12,057 ","10,031 ","6,210 ","19,077 ","16,249 ","14,574 ","17,707 ","6,480 ","9,658 ","3,414 ","2,057 ","4,124 ","6,705 ","8,522 ","8,950 ","11,497 ","18,549 ","22,866 ","9,526 ","9,746 ","10,106 ","8,995 ","10,005 ","7,040 ","6,790 "
2016/4/3,"4,898 ","8,471 ","17,354 ","46,678 ","11,400 ","7,669 ","7,101 ","6,557 ","2,124 ","7,576 ","1,789 ","3,601 ","24,964 ","5,192 ","10,131 ","4,240 ","5,265 ","3,261 ","6,080 ","3,867 ","4,497 ","5,680 ","1,548 ","14,825 ","2,113 ","11,647 ","8,650 ","10,512 ","11,954 ","11,509 ","6,436 ","24,162 ","15,410 ","18,801 ","26,940 ","3,601 ","26,498 ","18,651 ","16,843 ","16,522 ","9,360 ","171,777 ","34,605 ","14,113 ","15,769 ","28,887 ","40,359 ","26,189 ","17,922 ","7,181 ","21,537 ","4,791 ","4,568 ","15,070 ","8,409 ","2,565 ","1,654 ","7,934 ","7,796 ","9,878 ","55,817 ","5,204 ","9,857 ","6,256 ","15,038 ","10,927 ","22,931 ","36,811 ","25,735 ","17,633 ","24,730 ","73,375 ","13,436 ","26,444 ","31,962 ","15,996 ","47,291 ","11,592 ","12,286 ","7,958 ","8,138 ","8,786 ","32,671 ","10,146 ","10,493 ","4,855 ","15,436 ","14,180 ","12,260 ","17,160 ","6,336 ","9,004 ","3,661 ","1,921 ","3,563 ","6,157 ","7,648 ","7,883 ","10,126 ","16,251 ","20,829 ","8,685 ","9,034 ","8,883 ","8,193 ","9,187 ","6,518 ","6,264 "
2016/4/4,"4,407 ","7,882 ","16,116 ","43,919 ","11,057 ","7,039 ","6,922 ","5,513 ","1,952 ","7,779 ","1,556 ","3,035 ","20,661 ","5,076 ","9,155 ","4,131 ","5,112 ","3,108 ","6,008 ","3,981 ","4,306 ","5,448 ","1,539 ","14,020 ","1,873 ","11,122 ","7,973 ","10,159 ","10,776 ","10,803 ","6,355 ","24,606 ","14,055 ","16,878 ","21,292 ","2,973 ","26,121 ","18,356 ","16,674 ","15,875 ","7,841 ","135,411 ","29,155 ","13,132 ","13,360 ","21,652 ","34,855 ","23,832 ","16,848 ","6,969 ","20,473 ","4,768 ","4,361 ","13,760 ","6,554 ","2,586 ","1,626 ","7,286 ","7,362 ","7,351 ","48,593 ","4,577 ","8,410 ","5,641 ","14,542 ","9,907 ","20,616 ","30,206 ","24,442 ","16,565 ","23,052 ","66,982 ","10,944 ","24,916 ","30,906 ","14,757 ","42,973 ","10,718 ","11,870 ","7,615 ","7,510 ","8,222 ","24,741 ","9,955 ","6,399 ","4,514 ","15,077 ","13,258 ","11,875 ","14,965 ","5,739 ","7,456 ","3,006 ","1,727 ","4,439 ","5,525 ","7,727 ","7,312 ","9,512 ","15,187 ","17,977 ","8,081 ","8,358 ","8,053 ","7,652 ","8,592 ","6,116 ","5,876 "
2016/4/5,"4,752 ","8,440 ","17,596 ","44,538 ","12,323 ","8,428 ","7,542 ","4,357 ","1,947 ","9,341 ","1,551 ","3,002 ","17,289 ","6,197 ","9,451 ","5,584 ","6,177 ","3,806 ","6,554 ","3,804 ","5,368 ","5,939 ","1,658 ","15,531 ","1,830 ","10,686 ","8,539 ","11,472 ","13,399 ","12,354 ","7,171 ","27,812 ","15,252 ","19,544 ","23,813 ","3,604 ","27,960 ","19,903 ","17,388 ","16,197 ","9,279 ","136,546 ","32,940 ","17,790 ","14,871 ","24,662 ","32,457 ","24,668 ","17,648 ","9,356 ","22,636 ","4,961 ","4,399 ","14,914 ","6,880 ","2,413 ","2,409 ","8,771 ","8,570 ","6,525 ","46,059 ","4,831 ","8,968 ","5,454 ","15,808 ","12,761 ","21,728 ","31,997 ","27,308 ","18,006 ","22,820 ","63,085 ","10,433 ","24,322 ","30,907 ","15,021 ","42,006 ","12,376 ","12,559 ","9,109 ","7,733 ","8,834 ","19,189 ","10,522 ","7,743 ","5,014 ","16,609 ","10,153 ","12,838 ","13,395 ","8,029 ","8,332 ","3,127 ","1,852 ","3,547 ","5,760 ","7,457 ","7,494 ","10,279 ","16,283 ","18,569 ","8,262 ","8,541 ","8,471 ","8,207 ","9,202 ","6,195 ","6,356 "
2016/4/6,"5,609 ","15,333 ","37,230 ","45,311 ","25,010 ","14,647 ","11,709 ","3,803 ","2,924 ","17,834 ","2,067 ","4,621 ","7,856 ","9,198 ","9,528 ","18,561 ","15,726 ","5,509 ","7,922 ","3,084 ","8,569 ","8,281 ","4,091 ","31,226 ","2,166 ","10,838 ","11,968 ","15,863 ","20,858 ","16,298 ","8,942 ","29,243 ","18,420 ","32,246 ","28,465 ","8,436 ","36,538 ","26,823 ","25,163 ","20,231 ","26,757 ","136,940 ","35,440 ","23,267 ","23,731 ","26,235 ","33,292 ","28,106 ","25,065 ","13,150 ","32,832 ","7,269 ","7,976 ","19,318 ","5,222 ","3,390 ","3,057 ","14,099 ","10,163 ","7,613 ","33,691 ","6,526 ","11,841 ","6,823 ","21,483 ","19,199 ","26,631 ","37,046 ","37,571 ","26,002 ","25,918 ","61,187 ","21,731 ","30,096 ","38,822 ","21,764 ","53,666 ","20,326 ","17,020 ","15,865 ","12,360 ","9,784 ","27,666 ","17,398 ","6,944 ","7,670 ","38,910 ","22,168 ","21,668 ","20,748 ","13,850 ","11,637 ","4,284 ","4,212 ","4,301 ","9,336 ","8,996 ","11,509 ","16,907 ","28,497 ","22,330 ","11,401 ","12,380 ","12,220 ","11,737 ","11,648 ","8,688 ","8,172 "
2016/4/7,"5,584 ","16,451 ","38,823 ","48,717 ","25,536 ","15,374 ","11,740 ","3,789 ","3,052 ","16,063 ","2,105 ","4,616 ","7,463 ","10,626 ","10,036 ","19,079 ","15,988 ","5,620 ","8,084 ","3,020 ","8,777 ","8,400 ","4,225 ","34,071 ","2,183 ","10,750 ","11,885 ","15,952 ","20,976 ","16,685 ","8,794 ","27,720 ","18,554 ","33,380 ","29,961 ","9,842 ","37,033 ","26,719 ","25,447 ","21,128 ","26,154 ","137,588 ","37,371 ","23,479 ","24,756 ","26,502 ","35,502 ","29,141 ","23,187 ","13,013 ","32,628 ","7,287 ","8,225 ","19,486 ","5,157 ","3,533 ","3,157 ","13,881 ","10,201 ","7,482 ","33,029 ","6,591 ","11,997 ","6,796 ","21,440 ","19,574 ","27,251 ","38,027 ","38,267 ","26,060 ","27,213 ","62,061 ","24,444 ","31,209 ","39,699 ","21,740 ","56,723 ","20,631 ","17,165 ","15,806 ","12,514 ","9,898 ","27,452 ","17,371 ","7,016 ","7,904 ","39,693 ","22,388 ","22,275 ","21,981 ","13,653 ","12,215 ","4,321 ","4,224 ","4,343 ","9,526 ","8,937 ","11,646 ","17,310 ","29,738 ","22,985 ","11,600 ","12,424 ","12,133 ","11,784 ","11,698 ","8,725 ","8,047 "
2016/4/8,"6,194 ","17,244 ","41,085 ","55,319 ","26,828 ","16,589 ","12,505 ","4,042 ","3,125 ","17,051 ","2,154 ","4,783 ","7,856 ","10,811 ","11,554 ","19,263 ","16,300 ","5,894 ","8,546 ","3,360 ","9,129 ","9,003 ","4,400 ","34,697 ","2,340 ","11,345 ","12,838 ","16,788 ","21,962 ","17,992 ","9,547 ","31,146 ","20,437 ","35,316 ","33,519 ","10,432 ","39,141 ","28,577 ","26,712 ","22,083 ","27,285 ","168,128 ","42,088 ","24,979 ","26,513 ","28,789 ","39,013 ","31,391 ","25,038 ","13,541 ","33,586 ","7,713 ","8,745 ","20,266 ","5,857 ","3,526 ","3,296 ","14,062 ","10,662 ","7,803 ","36,206 ","7,161 ","12,779 ","7,366 ","22,183 ","19,983 ","29,405 ","41,925 ","39,957 ","27,360 ","27,836 ","74,661 ","25,032 ","34,571 ","44,529 ","24,384 ","63,566 ","21,576 ","18,055 ","16,835 ","13,463 ","10,305 ","31,017 ","19,278 ","7,959 ","8,684 ","41,422 ","24,811 ","23,187 ","23,149 ","15,746 ","14,196 ","4,692 ","4,610 ","4,831 ","9,917 ","9,942 ","12,084 ","18,234 ","30,621 ","25,690 ","12,332 ","13,225 ","12,818 ","12,277 ","12,414 ","9,192 ","8,550 "
2016/4/9,"4,632 ","11,733 ","24,562 ","56,615 ","20,429 ","12,393 ","9,197 ","4,098 ","2,478 ","11,109 ","1,707 ","3,646 ","11,330 ","8,788 ","11,807 ","7,198 ","7,816 ","4,163 ","7,551 ","3,855 ","6,201 ","7,196 ","1,844 ","21,535 ","3,256 ","13,860 ","10,083 ","13,748 ","16,248 ","16,317 ","8,390 ","36,532 ","21,885 ","29,493 ","32,662 ","6,015 ","33,114 ","23,782 ","21,510 ","18,930 ","16,070 ","172,989 ","44,504 ","20,317 ","18,677 ","30,220 ","43,725 ","32,016 ","21,819 ","9,944 ","27,892 ","6,649 ","6,113 ","17,071 ","7,081 ","3,398 ","3,241 ","13,581 ","9,760 ","6,737 ","43,423 ","5,533 ","10,929 ","6,242 ","18,002 ","14,638 ","28,261 ","40,334 ","33,724 ","22,245 ","27,333 ","85,892 ","18,519 ","34,791 ","42,323 ","20,817 ","55,487 ","15,594 ","15,007 ","10,267 ","9,865 ","9,646 ","28,127 ","13,917 ","10,958 ","6,813 ","22,416 ","20,769 ","17,080 ","18,892 ","11,672 ","14,109 ","4,108 ","2,565 ","3,970 ","8,404 ","9,402 ","9,758 ","13,803 ","23,078 ","24,923 ","10,592 ","11,530 ","10,928 ","10,288 ","10,978 ","7,923 ","7,828 "
2016/4/10,"4,576 ","8,983 ","17,742 ","44,571 ","15,776 ","9,006 ","7,508 ","3,685 ","2,177 ","9,281 ","1,479 ","3,019 ","8,613 ","6,889 ","10,142 ","5,534 ","7,607 ","4,056 ","6,260 ","3,032 ","5,315 ","6,233 ","1,566 ","14,677 ","2,083 ","10,229 ","8,738 ","11,650 ","13,948 ","14,286 ","7,453 ","29,807 ","17,148 ","22,615 ","28,022 ","4,433 ","27,936 ","20,030 ","17,649 ","15,873 ","12,536 ","166,683 ","35,606 ","14,171 ","16,776 ","23,583 ","30,671 ","26,619 ","22,223 ","7,383 ","23,114 ","5,085 ","4,817 ","14,665 ","6,325 ","5,472 ","1,978 ","9,319 ","7,618 ","6,352 ","39,084 ","5,475 ","10,163 ","5,428 ","16,059 ","11,424 ","23,731 ","36,348 ","28,322 ","18,284 ","22,644 ","70,453 ","15,674 ","27,209 ","31,369 ","16,466 ","45,891 ","14,231 ","14,040 ","9,030 ","9,293 ","6,505 ","20,536 ","10,524 ","8,635 ","5,426 ","16,640 ","13,880 ","13,463 ","13,567 ","9,383 ","9,252 ","3,289 ","2,020 ","3,688 ","6,640 ","7,594 ","7,926 ","11,067 ","17,562 ","20,283 ","8,510 ","8,965 ","9,208 ","8,797 ","9,365 ","6,384 ","6,722 "
