"Station Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,Dapinglin ,Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,Jingan ,Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,Banqiao,Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,Touqianzhuang ,Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng
2016/12/1,"5,413 ","16,169 ","40,222 ","46,298 ","26,363 ","15,593 ","11,960 ","3,933 ","3,308 ","15,996 ","2,143 ","4,652 ","6,395 ","11,107 ","10,274 ","19,635 ","15,836 ","5,673 ","8,025 ","2,948 ","9,057 ","8,360 ","4,887 ","27,436 ","2,462 ","10,601 ","11,666 ","16,827 ","21,569 ","17,008 ","9,223 ","28,838 ","19,034 ","33,686 ","29,904 ","10,653 ","37,777 ","27,698 ","25,721 ","21,539 ","26,366 ","143,386 ","36,041 ","23,517 ","25,153 ","27,098 ","34,804 ","31,823 ","27,241 ","12,915 ","33,237 ","7,425 ","8,524 ","19,108 ","6,589 ","3,606 ","3,072 ","14,464 ","9,986 ","6,720 ","35,554 ","6,996 ","11,760 ","6,808 ","22,007 ","20,527 ","27,213 ","42,987 ","40,550 ","26,697 ","27,018 ","64,765 ","24,177 ","32,899 ","38,676 ","22,076 ","62,231 ","20,503 ","17,340 ","15,840 ","15,763 ","10,004 ","36,914 ","18,280 ","7,153 ","8,229 ","40,311 ","26,890 ","23,639 ","22,733 ","14,279 ","11,780 ","4,427 ","4,438 ","4,940 ","9,933 ","9,361 ","11,859 ","17,924 ","28,898 ","25,373 ","12,031 ","12,809 ","12,497 ","12,122 ","11,942 ","9,474 ","8,574 "
2016/12/2,"6,055 ","17,444 ","43,319 ","53,597 ","27,349 ","16,619 ","12,340 ","4,051 ","3,005 ","16,642 ","2,266 ","4,906 ","7,593 ","10,786 ","13,050 ","19,464 ","16,400 ","5,992 ","8,733 ","3,184 ","9,213 ","9,317 ","4,881 ","28,801 ","2,538 ","11,569 ","12,485 ","17,623 ","23,085 ","18,587 ","9,872 ","32,813 ","20,685 ","34,800 ","33,030 ","10,649 ","39,803 ","29,219 ","26,758 ","23,208 ","27,102 ","186,097 ","41,881 ","25,806 ","27,079 ","32,105 ","40,001 ","36,098 ","28,435 ","13,277 ","33,802 ","7,930 ","8,899 ","20,469 ","7,850 ","3,642 ","3,158 ","14,579 ","10,604 ","7,086 ","39,722 ","7,830 ","13,462 ","7,672 ","23,564 ","20,933 ","30,772 ","50,947 ","43,129 ","28,731 ","29,339 ","77,783 ","25,617 ","35,729 ","44,930 ","25,809 ","73,716 ","22,033 ","18,421 ","16,703 ","18,394 ","10,965 ","41,366 ","19,911 ","8,365 ","8,803 ","41,720 ","32,915 ","25,113 ","24,945 ","14,501 ","13,295 ","4,952 ","4,673 ","5,214 ","10,452 ","9,926 ","12,674 ","18,873 ","30,628 ","27,775 ","12,892 ","13,799 ","13,462 ","12,621 ","12,510 ","10,413 ","9,081 "
2016/12/3,"4,500 ","11,970 ","26,741 ","56,962 ","18,045 ","12,044 ","8,971 ","3,842 ","2,756 ","11,020 ","1,845 ","3,275 ","12,041 ","7,878 ","13,937 ","6,728 ","7,682 ","4,483 ","7,989 ","3,645 ","6,719 ","7,552 ","2,213 ","24,431 ","2,645 ","12,091 ","10,685 ","14,879 ","18,400 ","16,281 ","9,297 ","37,131 ","21,806 ","31,783 ","38,662 ","7,160 ","35,860 ","25,984 ","22,739 ","20,353 ","29,577 ","198,910 ","43,809 ","21,472 ","19,948 ","36,284 ","44,542 ","41,259 ","28,426 ","10,394 ","29,340 ","6,728 ","6,639 ","18,043 ","10,488 ","3,233 ","2,284 ","10,890 ","9,690 ","5,875 ","46,563 ","6,779 ","13,486 ","7,181 ","20,355 ","16,477 ","33,834 ","77,316 ","37,456 ","25,582 ","31,387 ","95,848 ","18,320 ","43,398 ","45,098 ","24,956 ","77,386 ","16,132 ","17,965 ","11,288 ","15,025 ","10,642 ","61,341 ","15,643 ","11,199 ","7,822 ","28,210 ","24,147 ","19,079 ","20,916 ","14,470 ","12,396 ","4,599 ","2,776 ","5,724 ","9,468 ","10,004 ","10,562 ","14,718 ","22,741 ","27,247 ","11,598 ","12,085 ","12,949 ","10,996 ","11,740 ","9,545 ","8,810 "
2016/12/4,"4,459 ","10,549 ","19,133 ","43,680 ","14,210 ","10,720 ","7,445 ","3,346 ","2,302 ","9,784 ","1,669 ","3,187 ","12,804 ","7,653 ","12,053 ","5,711 ","6,230 ","4,163 ","6,552 ","3,978 ","5,660 ","6,690 ","1,854 ","15,565 ","2,348 ","11,515 ","9,124 ","12,873 ","14,606 ","16,196 ","8,102 ","36,908 ","18,091 ","26,644 ","24,945 ","4,831 ","30,197 ","22,510 ","18,875 ","17,726 ","13,821 ","186,218 ","35,239 ","14,887 ","18,286 ","33,729 ","38,885 ","40,165 ","23,348 ","8,450 ","24,005 ","5,969 ","5,685 ","16,389 ","9,864 ","2,807 ","1,841 ","9,557 ","8,137 ","5,276 ","51,122 ","5,930 ","10,930 ","5,796 ","17,370 ","13,050 ","26,538 ","59,414 ","31,761 ","20,796 ","26,435 ","79,424 ","16,726 ","37,813 ","33,591 ","20,263 ","61,758 ","13,724 ","14,989 ","9,705 ","12,971 ","9,407 ","47,531 ","11,615 ","11,316 ","6,227 ","17,659 ","14,925 ","14,718 ","16,632 ","7,769 ","9,204 ","4,119 ","2,321 ","4,699 ","7,051 ","8,292 ","8,519 ","11,709 ","18,697 ","23,448 ","9,561 ","9,817 ","10,110 ","9,106 ","9,841 ","7,870 ","7,616 "
2016/12/5,"5,484 ","15,671 ","38,431 ","43,787 ","25,436 ","15,009 ","11,439 ","3,724 ","2,895 ","15,910 ","1,982 ","4,613 ","6,229 ","10,669 ","9,948 ","18,620 ","15,559 ","5,289 ","7,950 ","3,148 ","8,655 ","8,244 ","4,516 ","26,138 ","2,260 ","10,924 ","11,447 ","16,362 ","21,033 ","16,727 ","8,878 ","27,990 ","18,029 ","32,661 ","27,407 ","10,237 ","36,321 ","26,381 ","24,946 ","21,285 ","26,146 ","143,276 ","34,239 ","24,028 ","24,854 ","29,278 ","35,180 ","34,042 ","24,918 ","12,977 ","32,321 ","7,416 ","8,149 ","18,970 ","6,306 ","3,422 ","3,034 ","14,426 ","9,982 ","6,944 ","38,753 ","7,049 ","11,701 ","6,919 ","21,485 ","20,267 ","27,122 ","43,735 ","39,771 ","26,152 ","26,728 ","65,425 ","22,449 ","30,863 ","37,321 ","20,745 ","61,435 ","19,456 ","16,987 ","15,197 ","15,011 ","10,322 ","35,019 ","17,168 ","7,078 ","8,165 ","37,435 ","23,282 ","22,443 ","21,986 ","10,258 ","11,772 ","4,329 ","4,592 ","4,698 ","9,170 ","9,121 ","11,635 ","17,125 ","28,191 ","23,771 ","11,980 ","12,647 ","12,194 ","11,740 ","11,728 ","9,278 ","8,397 "
2016/12/6,"5,181 ","16,195 ","39,805 ","45,510 ","26,977 ","15,584 ","11,698 ","3,744 ","3,075 ","16,060 ","2,105 ","4,706 ","7,033 ","10,716 ","9,937 ","19,172 ","15,862 ","5,567 ","8,120 ","3,132 ","8,645 ","8,378 ","4,706 ","27,117 ","2,289 ","10,854 ","11,594 ","16,513 ","21,422 ","17,251 ","8,930 ","27,729 ","18,321 ","33,465 ","29,834 ","10,538 ","37,114 ","27,209 ","25,324 ","21,196 ","26,849 ","137,820 ","35,474 ","23,884 ","25,473 ","26,937 ","35,795 ","33,393 ","26,337 ","13,030 ","33,001 ","7,525 ","8,627 ","19,328 ","6,658 ","3,567 ","3,021 ","14,645 ","10,343 ","6,972 ","36,896 ","7,158 ","12,227 ","6,731 ","21,847 ","20,458 ","27,877 ","43,106 ","40,615 ","26,543 ","27,436 ","65,169 ","24,044 ","30,887 ","38,058 ","22,486 ","61,002 ","20,070 ","17,270 ","15,721 ","15,234 ","10,387 ","34,008 ","17,869 ","7,166 ","8,285 ","39,266 ","24,264 ","23,062 ","22,401 ","14,487 ","11,878 ","4,846 ","4,616 ","4,788 ","9,908 ","9,303 ","12,128 ","17,459 ","28,929 ","24,765 ","12,135 ","13,036 ","12,359 ","11,949 ","11,979 ","9,492 ","8,684 "
2016/12/7,"5,338 ","16,139 ","40,104 ","47,142 ","27,268 ","15,897 ","11,761 ","3,750 ","3,109 ","16,157 ","2,125 ","4,786 ","6,876 ","10,918 ","10,915 ","19,317 ","16,066 ","5,550 ","8,197 ","3,109 ","8,887 ","8,713 ","5,065 ","29,037 ","2,353 ","11,123 ","11,933 ","16,916 ","21,626 ","17,426 ","9,146 ","28,810 ","19,016 ","33,924 ","30,616 ","10,779 ","37,317 ","27,651 ","25,545 ","21,669 ","26,833 ","141,719 ","36,634 ","24,769 ","25,783 ","28,235 ","36,852 ","34,346 ","25,850 ","12,961 ","33,967 ","7,634 ","8,610 ","19,496 ","6,864 ","3,555 ","3,129 ","14,855 ","10,480 ","7,041 ","37,683 ","7,290 ","12,276 ","7,154 ","22,107 ","20,858 ","28,043 ","44,370 ","41,028 ","26,812 ","27,724 ","67,972 ","24,438 ","32,169 ","39,395 ","22,724 ","62,457 ","20,317 ","17,308 ","16,708 ","15,456 ","10,433 ","35,990 ","18,134 ","7,585 ","8,477 ","40,774 ","24,554 ","23,815 ","22,450 ","14,287 ","12,014 ","4,530 ","4,530 ","4,783 ","10,035 ","9,582 ","11,968 ","17,778 ","28,690 ","25,644 ","12,358 ","13,329 ","12,549 ","11,953 ","11,899 ","9,619 ","8,706 "
2016/12/8,"5,473 ","16,170 ","40,959 ","46,993 ","27,131 ","15,807 ","11,585 ","3,826 ","3,087 ","16,155 ","2,156 ","4,725 ","7,530 ","11,196 ","10,821 ","19,285 ","16,137 ","5,647 ","8,161 ","3,216 ","8,869 ","8,507 ","4,644 ","27,209 ","2,328 ","11,273 ","11,740 ","16,709 ","21,577 ","17,500 ","9,158 ","28,795 ","18,988 ","33,816 ","31,273 ","10,572 ","37,330 ","27,523 ","25,806 ","21,356 ","25,991 ","145,117 ","36,837 ","24,118 ","26,117 ","28,606 ","36,605 ","34,551 ","25,552 ","13,071 ","32,703 ","7,554 ","8,682 ","19,381 ","7,161 ","3,613 ","3,073 ","14,562 ","10,207 ","7,036 ","38,339 ","7,106 ","12,410 ","6,773 ","22,046 ","20,259 ","27,729 ","44,495 ","40,968 ","26,841 ","28,278 ","69,379 ","24,946 ","32,428 ","39,774 ","22,745 ","63,687 ","20,905 ","17,584 ","15,880 ","15,585 ","10,938 ","36,989 ","18,499 ","7,785 ","8,319 ","40,801 ","24,928 ","23,307 ","22,613 ","14,224 ","12,254 ","4,467 ","4,498 ","4,814 ","9,948 ","9,288 ","12,298 ","17,917 ","29,324 ","26,438 ","11,972 ","13,121 ","12,315 ","12,027 ","11,941 ","9,581 ","8,643 "
2016/12/9,"6,223 ","17,197 ","43,533 ","55,395 ","28,240 ","17,098 ","12,693 ","3,993 ","3,169 ","16,870 ","2,257 ","4,937 ","8,249 ","11,198 ","13,185 ","19,045 ","17,125 ","6,094 ","8,793 ","3,444 ","9,320 ","9,442 ","5,027 ","28,697 ","2,444 ","12,050 ","12,395 ","17,840 ","22,617 ","18,792 ","9,987 ","33,116 ","21,400 ","35,357 ","32,856 ","11,124 ","40,188 ","29,722 ","26,874 ","22,907 ","27,213 ","193,434 ","43,027 ","26,293 ","27,717 ","30,301 ","41,422 ","36,494 ","31,041 ","13,402 ","35,015 ","7,929 ","9,350 ","20,416 ","7,682 ","3,819 ","3,112 ","14,632 ","10,901 ","7,209 ","41,362 ","7,819 ","13,756 ","7,554 ","23,686 ","21,218 ","31,671 ","55,710 ","42,992 ","28,488 ","29,570 ","82,750 ","27,600 ","48,103 ","46,562 ","25,741 ","76,342 ","21,393 ","18,857 ","16,699 ","18,131 ","11,760 ","40,062 ","20,048 ","8,602 ","9,248 ","42,427 ","31,625 ","25,065 ","25,585 ","14,277 ","12,806 ","5,241 ","4,842 ","5,223 ","10,501 ","10,363 ","12,896 ","19,051 ","30,883 ","27,958 ","12,938 ","13,974 ","13,665 ","12,574 ","12,798 ","10,484 ","9,244 "
2016/12/10,"4,822 ","12,509 ","28,884 ","61,806 ","19,460 ","13,659 ","9,742 ","4,038 ","2,698 ","12,915 ","1,886 ","3,598 ","11,515 ","8,729 ","14,385 ","7,352 ","7,841 ","4,508 ","8,281 ","3,502 ","6,728 ","7,657 ","2,361 ","20,539 ","2,591 ","12,939 ","11,444 ","15,496 ","19,157 ","19,404 ","9,675 ","47,083 ","24,503 ","31,860 ","41,718 ","7,081 ","37,538 ","27,016 ","24,072 ","21,769 ","59,708 ","225,425 ","47,639 ","26,057 ","21,929 ","34,089 ","45,388 ","39,261 ","27,135 ","11,468 ","31,326 ","6,891 ","7,503 ","18,885 ","10,368 ","4,100 ","2,337 ","10,507 ","9,681 ","6,488 ","47,480 ","7,155 ","14,217 ","7,417 ","21,199 ","17,208 ","36,337 ","79,216 ","40,376 ","26,385 ","31,413 ","108,056 ","23,374 ","69,733 ","49,406 ","25,325 ","82,372 ","17,827 ","18,567 ","11,558 ","15,730 ","10,632 ","54,407 ","16,487 ","11,237 ","8,693 ","24,636 ","23,326 ","20,679 ","21,004 ","11,924 ","11,697 ","5,197 ","3,082 ","6,499 ","10,458 ","10,390 ","11,140 ","16,326 ","24,044 ","30,540 ","12,189 ","12,557 ","13,645 ","11,509 ","12,494 ","9,989 ","8,863 "
