"Station Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,Dapinglin ,Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,Jingan ,Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,Banqiao,Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,Touqianzhuang ,Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng
2015/12/1,"5,320 ","15,777 ","36,572 ","44,617 ","24,297 ","15,330 ","11,478 ","3,653 ","2,967 ","15,990 ","2,035 ","4,561 ","7,160 ","10,608 ","9,477 ","18,585 ","15,591 ","5,534 ","7,714 ","3,117 ","8,479 ","8,215 ","4,063 ","27,160 ","2,241 ","10,166 ","11,655 ","15,558 ","20,550 ","16,409 ","8,686 ","26,772 ","17,912 ","32,474 ","28,201 ","9,588 ","35,955 ","26,178 ","25,176 ","20,409 ","25,935 ","128,209 ","32,837 ","23,391 ","24,446 ","25,351 ","34,816 ","28,421 ","23,182 ","13,155 ","31,990 ","7,225 ","7,547 ","19,167 ","6,226 ","3,378 ","3,084 ","14,128 ","10,313 ","7,399 ","36,857 ","5,985 ","11,619 ","6,692 ","21,136 ","19,448 ","25,832 ","39,081 ","39,394 ","25,556 ","26,640 ","60,498 ","22,867 ","29,199 ","37,603 ","21,853 ","53,982 ","19,879 ","16,711 ","15,956 ","12,062 ","9,598 ","29,131 ","16,293 ","6,644 ","6,938 ","37,206 ","18,218 ","20,450 ","19,427 ","13,959 ","11,252 ","4,171 ","4,189 ","4,243 ","8,924 ","8,548 ","11,456 ","16,766 ","26,461 ","22,957 ","11,096 ","12,116 ","11,947 ","11,483 ","11,332 ","8,494 ","7,733 "
2015/12/2,"5,226 ","15,789 ","37,290 ","45,960 ","24,626 ","15,740 ","11,550 ","3,743 ","3,347 ","16,444 ","2,144 ","4,860 ","7,400 ","10,886 ","10,005 ","18,457 ","15,603 ","5,493 ","7,962 ","3,109 ","8,559 ","8,660 ","4,104 ","27,668 ","2,224 ","10,849 ","11,753 ","15,779 ","20,817 ","16,549 ","8,787 ","27,622 ","18,389 ","33,114 ","28,420 ","9,598 ","36,176 ","26,601 ","25,706 ","20,745 ","26,189 ","132,496 ","34,498 ","23,993 ","24,961 ","25,938 ","36,084 ","29,481 ","24,775 ","13,009 ","32,899 ","7,372 ","7,853 ","19,747 ","6,203 ","3,385 ","3,115 ","14,564 ","10,340 ","7,547 ","38,148 ","6,096 ","11,781 ","6,813 ","21,233 ","19,493 ","26,695 ","40,483 ","39,525 ","26,080 ","26,884 ","64,020 ","23,596 ","29,972 ","39,148 ","23,355 ","54,696 ","20,468 ","17,140 ","15,976 ","12,078 ","9,762 ","30,584 ","16,798 ","6,858 ","7,061 ","37,693 ","19,266 ","21,129 ","19,450 ","14,086 ","11,397 ","4,221 ","4,084 ","4,465 ","9,027 ","8,691 ","11,649 ","16,877 ","27,173 ","23,524 ","11,444 ","12,275 ","12,246 ","11,521 ","11,489 ","8,624 ","7,882 "
2015/12/3,"5,351 ","16,518 ","37,883 ","47,439 ","24,967 ","15,876 ","11,832 ","3,777 ","3,540 ","16,195 ","2,074 ","4,579 ","7,049 ","10,726 ","10,189 ","18,681 ","15,867 ","5,670 ","7,945 ","3,003 ","8,682 ","8,620 ","4,296 ","27,880 ","2,305 ","10,454 ","11,955 ","15,896 ","20,913 ","16,859 ","8,938 ","27,886 ","19,084 ","32,937 ","29,523 ","9,524 ","36,652 ","26,641 ","25,772 ","20,668 ","25,005 ","143,867 ","35,011 ","23,089 ","25,064 ","25,655 ","35,657 ","29,102 ","23,290 ","12,825 ","32,700 ","7,389 ","7,836 ","19,209 ","6,566 ","3,341 ","3,138 ","14,490 ","10,139 ","7,321 ","36,525 ","6,087 ","11,847 ","6,648 ","21,368 ","19,493 ","26,686 ","39,988 ","40,230 ","26,423 ","28,544 ","64,153 ","24,457 ","31,042 ","39,445 ","21,689 ","56,690 ","20,487 ","17,077 ","15,915 ","12,240 ","9,838 ","31,182 ","17,032 ","6,727 ","6,994 ","38,725 ","22,393 ","21,250 ","19,981 ","14,248 ","11,605 ","4,146 ","4,103 ","4,240 ","9,013 ","8,789 ","11,827 ","16,864 ","26,744 ","24,236 ","11,534 ","12,462 ","12,360 ","11,779 ","11,841 ","8,517 ","7,991 "
2015/12/4,"6,035 ","17,366 ","39,920 ","55,339 ","26,329 ","17,233 ","12,470 ","3,868 ","3,647 ","16,661 ","2,151 ","4,837 ","7,511 ","10,771 ","12,275 ","18,350 ","16,906 ","6,134 ","8,587 ","3,102 ","8,968 ","9,256 ","4,384 ","32,177 ","2,508 ","11,010 ","12,890 ","17,076 ","22,783 ","18,126 ","9,663 ","32,573 ","21,245 ","35,283 ","30,552 ","10,108 ","39,338 ","28,663 ","26,977 ","22,094 ","25,392 ","192,735 ","39,924 ","25,048 ","26,430 ","27,754 ","39,616 ","31,526 ","25,665 ","12,992 ","33,903 ","7,918 ","8,170 ","20,391 ","7,475 ","3,490 ","3,178 ","14,276 ","10,783 ","7,561 ","39,061 ","6,700 ","13,358 ","7,502 ","23,203 ","20,025 ","30,490 ","50,371 ","41,644 ","27,855 ","27,880 ","77,400 ","26,297 ","34,065 ","46,543 ","24,363 ","66,590 ","22,043 ","18,530 ","16,735 ","13,488 ","10,301 ","35,445 ","18,679 ","7,508 ","7,606 ","40,448 ","23,865 ","22,586 ","21,948 ","14,747 ","12,295 ","4,734 ","4,286 ","4,589 ","9,482 ","9,612 ","12,103 ","18,661 ","29,026 ","26,016 ","12,176 ","13,454 ","13,253 ","12,241 ","12,361 ","9,262 ","8,508 "
2015/12/5,"4,770 ","13,288 ","25,423 ","57,538 ","17,194 ","13,733 ","9,648 ","3,605 ","3,073 ","11,407 ","1,760 ","3,511 ","13,102 ","9,018 ","15,965 ","7,066 ","7,802 ","4,506 ","8,157 ","4,102 ","6,527 ","7,630 ","2,173 ","20,587 ","2,643 ","12,630 ","10,810 ","14,696 ","17,971 ","15,660 ","9,025 ","38,571 ","22,124 ","30,032 ","30,666 ","6,674 ","35,654 ","25,371 ","23,198 ","20,283 ","19,375 ","200,979 ","41,586 ","21,556 ","19,578 ","31,333 ","43,525 ","31,421 ","24,845 ","10,820 ","28,964 ","6,563 ","5,902 ","18,026 ","10,028 ","3,290 ","2,021 ","10,831 ","10,033 ","6,655 ","48,409 ","5,971 ","13,344 ","7,308 ","20,186 ","16,009 ","33,720 ","67,219 ","37,573 ","25,282 ","29,310 ","90,689 ","18,749 ","34,292 ","45,301 ","22,226 ","65,358 ","17,314 ","17,050 ","11,451 ","9,432 ","10,459 ","41,520 ","13,903 ","10,684 ","6,165 ","27,547 ","17,924 ","17,537 ","19,968 ","15,344 ","16,035 ","5,848 ","3,169 ","4,993 ","9,705 ","9,299 ","10,464 ","14,518 ","22,049 ","25,243 ","11,045 ","11,848 ","14,020 ","11,211 ","11,744 ","8,988 ","8,419 "
2015/12/6,"4,433 ","10,082 ","18,367 ","45,639 ","14,728 ","10,405 ","7,620 ","3,217 ","2,333 ","9,915 ","1,353 ","2,537 ","7,528 ","8,585 ","12,911 ","5,871 ","6,982 ","3,753 ","6,352 ","2,554 ","5,540 ","6,267 ","1,800 ","15,682 ","2,408 ","8,999 ","8,764 ","12,088 ","14,711 ","16,479 ","7,858 ","37,934 ","18,371 ","23,541 ","21,200 ","3,962 ","29,123 ","20,733 ","18,622 ","16,157 ","12,856 ","188,120 ","33,898 ","13,490 ","17,589 ","22,320 ","31,266 ","24,312 ","21,925 ","7,834 ","23,678 ","5,242 ","4,397 ","14,533 ","8,082 ","2,476 ","1,538 ","8,128 ","7,329 ","5,039 ","35,639 ","4,932 ","9,982 ","5,492 ","16,363 ","12,178 ","24,240 ","51,858 ","31,565 ","20,049 ","22,606 ","74,645 ","17,325 ","27,771 ","35,502 ","17,281 ","53,765 ","14,208 ","13,705 ","9,584 ","8,071 ","6,169 ","36,213 ","10,709 ","7,238 ","4,933 ","17,485 ","14,613 ","13,386 ","13,919 ","8,146 ","11,593 ","4,381 ","2,021 ","3,783 ","7,300 ","7,717 ","7,992 ","11,256 ","17,479 ","19,978 ","8,549 ","9,222 ","10,068 ","9,002 ","9,562 ","6,964 ","6,813 "
2015/12/7,"5,504 ","15,730 ","36,529 ","45,720 ","24,483 ","15,404 ","11,261 ","3,685 ","2,912 ","15,596 ","1,972 ","4,621 ","6,306 ","10,634 ","9,837 ","18,177 ","15,556 ","5,405 ","7,823 ","2,999 ","8,544 ","8,505 ","4,175 ","27,202 ","2,191 ","10,226 ","11,722 ","15,555 ","20,627 ","16,657 ","8,667 ","27,480 ","18,825 ","32,603 ","27,032 ","9,263 ","36,178 ","25,672 ","25,398 ","20,438 ","25,500 ","143,010 ","33,457 ","23,426 ","24,468 ","25,011 ","34,205 ","28,835 ","22,532 ","12,659 ","32,040 ","7,256 ","7,786 ","19,474 ","6,455 ","3,330 ","3,134 ","13,786 ","10,324 ","7,468 ","38,854 ","5,910 ","11,608 ","6,886 ","21,067 ","19,073 ","26,273 ","41,133 ","38,958 ","25,681 ","25,991 ","64,489 ","22,828 ","29,464 ","39,206 ","20,888 ","55,885 ","19,817 ","17,290 ","15,633 ","11,874 ","9,349 ","26,033 ","16,285 ","6,567 ","6,957 ","36,515 ","21,728 ","20,739 ","19,877 ","10,065 ","11,135 ","4,407 ","4,085 ","4,107 ","9,103 ","8,800 ","11,461 ","16,358 ","26,456 ","21,991 ","11,184 ","12,245 ","11,978 ","11,483 ","11,423 ","8,293 ","7,841 "
2015/12/8,"5,154 ","16,373 ","37,543 ","47,166 ","25,305 ","15,540 ","11,641 ","3,796 ","3,007 ","16,402 ","2,074 ","4,631 ","7,660 ","10,904 ","9,876 ","18,635 ","15,828 ","5,551 ","7,832 ","2,995 ","8,683 ","8,753 ","4,224 ","29,586 ","2,229 ","10,664 ","11,980 ","15,649 ","20,900 ","16,791 ","8,900 ","26,930 ","18,083 ","32,816 ","29,641 ","9,844 ","36,691 ","26,696 ","25,710 ","20,794 ","26,684 ","137,877 ","34,512 ","23,579 ","25,339 ","26,476 ","35,320 ","29,169 ","23,693 ","13,255 ","32,426 ","7,337 ","8,049 ","19,762 ","6,778 ","3,461 ","3,063 ","14,040 ","10,366 ","7,434 ","37,221 ","6,101 ","12,218 ","6,739 ","21,210 ","19,750 ","27,229 ","40,757 ","40,285 ","26,009 ","26,389 ","64,262 ","24,622 ","30,344 ","39,988 ","21,883 ","55,412 ","20,674 ","17,189 ","16,122 ","12,090 ","9,491 ","25,566 ","16,513 ","6,771 ","7,086 ","37,524 ","21,768 ","21,312 ","20,419 ","14,790 ","11,636 ","4,441 ","4,216 ","4,376 ","9,261 ","8,725 ","11,774 ","16,942 ","27,423 ","23,518 ","11,320 ","12,551 ","12,218 ","11,699 ","11,582 ","8,757 ","7,839 "
2015/12/9,"5,307 ","16,292 ","37,628 ","47,667 ","25,635 ","16,218 ","12,063 ","3,983 ","2,988 ","16,791 ","2,065 ","4,642 ","6,976 ","11,126 ","10,330 ","18,706 ","15,962 ","5,719 ","8,079 ","3,023 ","8,818 ","8,484 ","4,188 ","28,436 ","2,358 ","10,784 ","12,310 ","16,325 ","20,934 ","16,911 ","9,343 ","27,547 ","18,941 ","34,177 ","29,990 ","9,773 ","37,374 ","27,124 ","26,319 ","21,099 ","26,428 ","141,801 ","36,042 ","23,810 ","25,225 ","27,168 ","34,195 ","29,586 ","24,929 ","13,126 ","33,328 ","7,702 ","8,074 ","19,510 ","6,733 ","3,508 ","3,188 ","14,420 ","10,353 ","7,476 ","37,098 ","6,215 ","12,159 ","7,074 ","21,432 ","19,843 ","27,476 ","41,939 ","40,960 ","26,221 ","26,081 ","63,920 ","24,672 ","30,347 ","41,326 ","23,673 ","57,184 ","21,101 ","17,460 ","16,132 ","12,334 ","9,315 ","27,522 ","16,970 ","6,876 ","7,502 ","38,050 ","22,088 ","21,803 ","19,812 ","14,190 ","11,925 ","4,379 ","4,219 ","4,466 ","9,622 ","8,978 ","11,846 ","17,160 ","27,419 ","23,427 ","11,781 ","12,533 ","12,707 ","12,087 ","11,985 ","8,868 ","8,040 "
2015/12/10,"5,475 ","16,935 ","39,142 ","49,398 ","25,797 ","16,123 ","11,737 ","3,674 ","2,886 ","16,229 ","2,139 ","4,578 ","6,647 ","11,135 ","10,453 ","18,666 ","16,126 ","5,693 ","8,059 ","2,948 ","8,648 ","8,581 ","4,324 ","29,592 ","2,362 ","10,548 ","12,106 ","16,104 ","21,098 ","17,057 ","9,075 ","28,338 ","19,557 ","34,050 ","29,846 ","10,088 ","37,300 ","26,993 ","26,344 ","21,114 ","25,816 ","147,052 ","37,055 ","23,686 ","25,373 ","26,548 ","37,436 ","29,881 ","23,978 ","12,968 ","33,025 ","7,361 ","8,034 ","19,665 ","6,738 ","3,394 ","3,236 ","14,325 ","10,071 ","7,402 ","37,147 ","6,199 ","12,014 ","6,819 ","21,222 ","19,464 ","27,610 ","41,814 ","40,602 ","26,224 ","26,937 ","67,870 ","25,223 ","31,772 ","41,901 ","24,217 ","60,372 ","20,882 ","17,727 ","15,958 ","12,466 ","9,752 ","30,923 ","17,177 ","6,829 ","7,313 ","40,102 ","23,432 ","22,017 ","20,687 ","14,108 ","11,670 ","4,575 ","4,272 ","4,371 ","9,255 ","9,078 ","11,944 ","17,479 ","28,644 ","24,649 ","11,548 ","12,584 ","12,422 ","11,857 ","11,812 ","8,711 ","7,922 "
