"Station Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,Dapinglin ,Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,Jingan ,Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,Banqiao,Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,Touqianzhuang ,Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng
2016/9/1,"6,132 ","15,735 ","40,162 ","47,868 ","25,593 ","14,117 ","11,358 ","3,807 ","2,972 ","13,652 ","2,078 ","4,305 ","5,813 ","8,511 ","10,200 ","17,549 ","16,278 ","5,647 ","7,962 ","3,385 ","7,984 ","8,420 ","4,758 ","35,377 ","2,311 ","10,808 ","11,162 ","16,036 ","21,026 ","15,232 ","8,856 ","26,276 ","18,656 ","32,099 ","29,611 ","8,991 ","36,383 ","27,420 ","24,833 ","20,309 ","25,648 ","144,820 ","36,857 ","23,405 ","23,391 ","25,471 ","31,656 ","26,788 ","22,450 ","12,600 ","30,229 ","7,322 ","8,426 ","18,595 ","8,982 ","3,383 ","2,890 ","11,144 ","9,782 ","6,353 ","32,114 ","7,023 ","12,050 ","6,876 ","20,986 ","18,523 ","27,437 ","39,009 ","38,330 ","26,573 ","28,143 ","63,957 ","21,714 ","33,295 ","40,703 ","24,464 ","58,594 ","20,584 ","16,654 ","15,640 ","17,121 ","10,470 ","26,959 ","17,716 ","7,149 ","8,047 ","40,783 ","25,152 ","22,698 ","22,335 ","8,321 ","12,111 ","4,209 ","4,356 ","4,496 ","9,431 ","9,000 ","11,890 ","17,564 ","29,445 ","24,873 ","12,092 ","12,515 ","12,026 ","9,361 ","11,582 ","8,558 ","8,259 "
2016/9/2,"6,607 ","16,411 ","40,829 ","53,731 ","26,671 ","15,018 ","11,981 ","3,873 ","2,953 ","14,234 ","2,161 ","4,347 ","6,006 ","8,212 ","11,585 ","17,864 ","16,554 ","6,206 ","8,516 ","3,651 ","8,342 ","8,965 ","5,005 ","38,095 ","2,521 ","11,234 ","11,904 ","16,638 ","22,128 ","15,492 ","9,517 ","27,693 ","20,065 ","33,328 ","30,873 ","9,105 ","38,342 ","28,736 ","25,969 ","21,162 ","26,898 ","174,072 ","41,066 ","24,533 ","24,892 ","27,815 ","32,005 ","28,186 ","23,945 ","12,925 ","30,617 ","7,520 ","8,713 ","19,426 ","9,522 ","3,624 ","2,989 ","11,058 ","9,885 ","6,420 ","33,461 ","7,210 ","12,569 ","7,203 ","21,849 ","18,797 ","29,052 ","44,336 ","39,140 ","27,307 ","27,654 ","73,674 ","23,046 ","36,922 ","44,261 ","27,265 ","66,512 ","21,440 ","17,365 ","15,858 ","20,123 ","10,000 ","38,562 ","18,922 ","7,587 ","8,552 ","41,966 ","24,860 ","24,464 ","22,373 ","8,553 ","12,262 ","4,494 ","4,428 ","4,722 ","10,052 ","9,692 ","12,327 ","18,371 ","30,377 ","26,644 ","12,642 ","13,040 ","12,895 ","9,784 ","12,190 ","9,143 ","8,562 "
2016/9/3,"5,254 ","12,145 ","25,872 ","54,579 ","20,039 ","10,934 ","9,210 ","3,869 ","2,921 ","11,023 ","1,812 ","2,934 ","7,846 ","7,077 ","15,474 ","6,439 ","7,252 ","4,318 ","7,485 ","4,171 ","6,211 ","7,243 ","2,350 ","28,371 ","2,599 ","11,392 ","10,933 ","15,096 ","17,777 ","16,550 ","9,417 ","31,483 ","20,040 ","29,430 ","55,181 ","5,614 ","35,070 ","26,256 ","22,909 ","20,054 ","32,438 ","188,548 ","41,880 ","21,776 ","19,108 ","31,386 ","38,895 ","28,826 ","22,516 ","9,670 ","26,282 ","6,779 ","6,127 ","17,375 ","18,659 ","3,384 ","2,294 ","8,779 ","9,248 ","5,993 ","42,731 ","6,026 ","12,215 ","6,512 ","18,687 ","14,878 ","28,188 ","43,347 ","34,640 ","22,940 ","27,957 ","86,474 ","18,060 ","43,338 ","41,495 ","23,073 ","58,542 ","17,304 ","15,319 ","10,222 ","15,785 ","8,375 ","40,586 ","15,196 ","20,083 ","7,384 ","23,004 ","17,821 ","18,611 ","19,934 ","8,448 ","11,450 ","5,472 ","2,730 ","4,772 ","8,068 ","9,369 ","9,201 ","14,623 ","22,596 ","28,803 ","11,260 ","10,969 ","12,571 ","8,163 ","11,448 ","7,973 ","7,812 "
2016/9/4,"5,067 ","9,093 ","17,884 ","43,419 ","13,257 ","8,178 ","7,224 ","3,235 ","2,084 ","9,657 ","1,663 ","2,828 ","10,030 ","6,033 ","11,274 ","5,310 ","5,899 ","3,707 ","5,841 ","3,941 ","5,010 ","5,690 ","1,839 ","14,845 ","2,141 ","10,356 ","8,354 ","11,748 ","13,780 ","13,361 ","7,398 ","27,515 ","16,218 ","22,277 ","24,308 ","3,911 ","28,164 ","21,421 ","17,433 ","16,739 ","11,378 ","164,717 ","34,369 ","14,831 ","17,469 ","28,107 ","32,162 ","24,210 ","18,612 ","7,588 ","22,366 ","5,492 ","4,887 ","16,138 ","17,289 ","2,892 ","1,723 ","8,585 ","7,908 ","5,023 ","41,836 ","5,536 ","9,794 ","5,433 ","15,815 ","11,860 ","22,838 ","37,315 ","27,574 ","19,297 ","24,640 ","71,926 ","12,947 ","37,066 ","31,219 ","20,848 ","48,186 ","12,958 ","12,484 ","8,752 ","11,949 ","7,811 ","38,371 ","10,727 ","9,728 ","5,443 ","17,189 ","11,288 ","13,586 ","14,656 ","7,353 ","8,710 ","3,472 ","2,165 ","3,795 ","6,855 ","7,549 ","8,003 ","11,356 ","18,188 ","21,785 ","9,182 ","9,145 ","9,246 ","6,851 ","9,476 ","6,945 ","6,606 "
2016/9/5,"6,152 ","15,160 ","38,087 ","45,405 ","24,911 ","13,695 ","11,363 ","3,806 ","2,849 ","13,713 ","2,010 ","4,284 ","4,593 ","9,141 ","9,671 ","17,611 ","16,078 ","5,452 ","7,939 ","3,284 ","7,886 ","8,248 ","4,754 ","26,219 ","2,248 ","10,684 ","10,819 ","15,718 ","20,986 ","15,503 ","8,692 ","26,551 ","18,152 ","32,380 ","28,256 ","10,658 ","36,331 ","26,873 ","24,253 ","20,143 ","26,363 ","146,232 ","35,480 ","23,832 ","23,714 ","25,847 ","32,493 ","27,424 ","22,224 ","12,862 ","31,657 ","7,141 ","8,193 ","18,783 ","8,496 ","3,247 ","2,918 ","13,572 ","9,898 ","6,484 ","33,574 ","6,824 ","11,328 ","6,845 ","20,717 ","18,531 ","26,161 ","38,795 ","37,446 ","26,064 ","26,699 ","67,248 ","20,580 ","33,208 ","38,460 ","22,968 ","57,842 ","19,677 ","16,498 ","15,145 ","14,731 ","9,725 ","36,460 ","17,086 ","6,884 ","7,997 ","40,070 ","23,622 ","22,490 ","21,349 ","9,060 ","11,480 ","4,295 ","4,253 ","4,597 ","9,498 ","9,105 ","11,601 ","17,334 ","28,403 ","23,922 ","11,864 ","12,465 ","11,758 ","9,269 ","11,854 ","9,096 ","8,337 "
2016/9/6,"6,085 ","15,376 ","39,128 ","46,649 ","25,477 ","14,475 ","11,810 ","3,793 ","2,967 ","13,820 ","2,112 ","4,451 ","5,736 ","9,027 ","9,891 ","18,402 ","16,247 ","5,580 ","7,847 ","3,213 ","7,602 ","8,427 ","4,730 ","27,202 ","2,211 ","10,943 ","11,082 ","15,705 ","21,113 ","15,728 ","9,052 ","26,521 ","18,713 ","33,026 ","29,691 ","9,226 ","36,204 ","27,229 ","24,863 ","20,433 ","26,654 ","142,256 ","36,827 ","23,965 ","23,946 ","25,973 ","33,398 ","28,683 ","22,823 ","13,077 ","32,072 ","7,428 ","8,468 ","18,558 ","8,470 ","3,325 ","2,970 ","13,745 ","10,185 ","6,481 ","33,783 ","6,955 ","11,531 ","6,622 ","20,605 ","18,866 ","27,060 ","39,271 ","38,850 ","26,302 ","26,549 ","66,567 ","21,867 ","34,438 ","39,406 ","23,303 ","57,942 ","20,409 ","16,652 ","15,259 ","15,025 ","9,704 ","27,420 ","17,066 ","7,173 ","8,222 ","40,285 ","24,004 ","22,942 ","21,877 ","9,860 ","13,080 ","4,607 ","4,416 ","4,550 ","9,632 ","9,172 ","11,685 ","17,471 ","28,642 ","25,262 ","12,106 ","12,532 ","12,276 ","9,437 ","11,711 ","9,148 ","8,199 "
2016/9/7,"6,141 ","15,528 ","39,799 ","47,753 ","25,904 ","14,935 ","11,686 ","3,841 ","3,008 ","14,153 ","2,066 ","4,485 ","6,188 ","9,854 ","10,793 ","18,645 ","16,158 ","5,632 ","8,187 ","3,365 ","7,934 ","8,657 ","4,680 ","32,456 ","2,259 ","10,872 ","11,331 ","16,097 ","21,405 ","16,294 ","8,945 ","27,566 ","18,731 ","33,237 ","31,691 ","10,069 ","36,325 ","27,681 ","24,980 ","20,499 ","26,545 ","143,488 ","37,788 ","24,452 ","23,872 ","25,925 ","34,873 ","28,515 ","23,200 ","13,206 ","32,354 ","7,261 ","8,427 ","18,977 ","8,557 ","3,288 ","2,934 ","13,533 ","9,948 ","6,635 ","34,924 ","6,998 ","11,606 ","6,809 ","20,913 ","19,362 ","27,084 ","40,108 ","39,033 ","26,657 ","26,463 ","68,691 ","22,552 ","33,726 ","39,769 ","23,457 ","58,237 ","20,382 ","16,811 ","15,542 ","16,799 ","9,953 ","27,666 ","17,705 ","7,067 ","8,164 ","41,197 ","24,748 ","23,590 ","21,895 ","10,031 ","12,232 ","4,525 ","4,473 ","4,669 ","9,676 ","9,321 ","11,623 ","17,678 ","29,191 ","24,588 ","12,206 ","12,815 ","12,532 ","9,645 ","11,476 ","9,399 ","8,420 "
2016/9/8,"6,100 ","15,889 ","40,216 ","49,919 ","26,322 ","14,677 ","11,698 ","3,986 ","3,046 ","14,924 ","2,110 ","4,421 ","6,070 ","9,794 ","10,679 ","17,571 ","16,254 ","5,687 ","8,095 ","3,342 ","7,917 ","8,471 ","4,734 ","33,608 ","2,405 ","10,993 ","11,475 ","16,233 ","21,253 ","16,126 ","9,076 ","28,249 ","18,933 ","33,078 ","30,492 ","9,220 ","36,819 ","27,849 ","25,038 ","20,865 ","26,313 ","147,556 ","37,695 ","23,881 ","23,669 ","25,900 ","34,679 ","28,595 ","23,572 ","12,872 ","32,288 ","7,296 ","8,577 ","19,042 ","8,367 ","3,399 ","3,007 ","13,099 ","10,029 ","6,835 ","34,957 ","7,072 ","11,756 ","6,750 ","21,418 ","19,688 ","27,665 ","40,251 ","38,496 ","26,781 ","26,331 ","66,831 ","23,518 ","34,389 ","40,164 ","23,356 ","60,607 ","20,771 ","16,842 ","15,562 ","17,654 ","10,209 ","29,375 ","17,680 ","7,347 ","8,225 ","41,626 ","26,200 ","23,321 ","22,035 ","10,519 ","12,271 ","4,469 ","4,493 ","4,654 ","9,566 ","9,113 ","11,792 ","17,697 ","29,533 ","25,457 ","12,176 ","12,645 ","12,227 ","9,570 ","11,819 ","9,438 ","8,368 "
2016/9/9,"6,176 ","16,739 ","41,945 ","53,887 ","27,205 ","15,925 ","12,350 ","4,359 ","2,795 ","15,656 ","2,190 ","4,640 ","5,826 ","10,043 ","12,802 ","18,249 ","16,603 ","5,913 ","8,781 ","3,196 ","8,492 ","9,205 ","5,097 ","33,727 ","2,513 ","11,287 ","11,929 ","16,825 ","22,657 ","16,155 ","9,789 ","29,500 ","19,841 ","34,476 ","32,436 ","9,841 ","39,022 ","28,739 ","26,379 ","21,380 ","26,553 ","166,059 ","40,113 ","24,325 ","25,325 ","26,651 ","32,818 ","28,185 ","23,512 ","13,105 ","31,951 ","7,558 ","8,365 ","19,403 ","8,225 ","3,555 ","3,062 ","13,132 ","10,235 ","6,616 ","35,636 ","7,234 ","12,458 ","6,960 ","21,892 ","19,945 ","28,439 ","44,043 ","41,333 ","27,251 ","26,581 ","71,600 ","23,218 ","36,473 ","42,988 ","25,108 ","65,102 ","22,053 ","17,771 ","16,285 ","19,252 ","9,930 ","34,949 ","18,876 ","7,426 ","8,296 ","42,691 ","26,705 ","24,491 ","22,344 ","12,165 ","12,375 ","4,527 ","4,574 ","4,869 ","10,336 ","9,549 ","12,322 ","18,672 ","30,153 ","26,379 ","12,487 ","12,882 ","13,052 ","9,931 ","12,152 ","10,152 ","8,664 "
2016/9/10,"5,786 ","14,742 ","35,622 ","58,108 ","24,405 ","12,795 ","10,946 ","3,900 ","2,727 ","12,856 ","1,900 ","4,250 ","6,895 ","8,848 ","12,376 ","12,262 ","13,313 ","5,709 ","8,089 ","3,334 ","7,405 ","8,455 ","4,155 ","22,996 ","2,593 ","11,044 ","11,297 ","15,385 ","19,426 ","15,891 ","9,288 ","32,073 ","20,923 ","30,609 ","32,318 ","7,277 ","36,986 ","27,037 ","23,960 ","20,633 ","18,171 ","169,052 ","43,804 ","22,374 ","23,743 ","27,318 ","36,017 ","29,838 ","22,726 ","11,515 ","28,388 ","6,567 ","7,099 ","18,893 ","12,412 ","3,258 ","2,110 ","9,780 ","9,778 ","6,034 ","38,060 ","7,048 ","11,655 ","6,842 ","20,825 ","16,500 ","28,746 ","44,305 ","37,210 ","25,407 ","28,008 ","87,300 ","21,269 ","39,475 ","44,849 ","25,978 ","66,899 ","20,382 ","16,753 ","14,391 ","16,506 ","9,486 ","35,876 ","17,391 ","8,742 ","8,090 ","37,950 ","24,679 ","22,918 ","21,381 ","10,775 ","12,244 ","4,678 ","4,045 ","4,684 ","9,634 ","9,582 ","11,752 ","17,761 ","28,255 ","27,699 ","12,178 ","12,229 ","12,680 ","9,337 ","11,983 ","9,993 ","8,643 "
